RXCUI,Ingredient,Strength,Treats,Order Limit (avg),Pills per Clinic (by charge),Item Description,NDC,Order Date,Items per Package,Number of Packages,Total Items in Order,Price per Unit,Price per Package,Total Order Cost
200032,carvedilol,12.5 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",69,-1,CARVEDILOL TB 12.5MG TEV 500@,00093729505,2016-09-20,500,4,2000,$0.019,$9.56,$38.24
200032,carvedilol,12.5 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",69,52.63157894736842,CARVEDILOL TB 12.5MG TEV 500@,00093729505,2016-05-10,500,4,2000,$0.019,$9.57,$38.28
200032,carvedilol,12.5 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",69,45.45454545454545,CARVEDILOL TB 12.5MG TEV 500@,00093729505,2015-12-08,500,4,2000,$0.039,$19.65,$78.60
993691,Bupropion,75 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",11,-1,BUPROPION HCI TB 75MG APX100@,60505015801,2016-03-31,100,5,500,$0.143,$14.27,$71.35
993691,Bupropion,75 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",11,15.350877192982457,BUPROPION HCI TB 75MG APX100@,60505015801,2015-12-08,100,5,500,$0.148,$14.81,$74.05
830861,Diltiazem,120 MG (expressed as Diltiazem Hydrochloride),"['Angina Pectoris', 'Angina Pectoris, Variant', 'Atrial Fibrillation', 'Atrial Flutter', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular']",6,-1,DILTIAZ HCL ER CP 120MGVAL90@,68682036790,2016-04-12,90,3,270,$0.181,$16.33,$48.99
830861,Diltiazem,120 MG (expressed as Diltiazem Hydrochloride),"['Angina Pectoris', 'Angina Pectoris, Variant', 'Atrial Fibrillation', 'Atrial Flutter', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular']",6,7.875,DILTIAZ HCL ER CP 120MGVAL90@,68682036790,2015-12-14,90,3,270,$0.184,$16.53,$49.59
309362,clopidogrel,75 MG,[],42,-1,CLOPIDOGR TB 75MG CARA 500@,47335089413,2016-08-23,500,4,2000,$0.064,$31.78,$127.12
309362,clopidogrel,75 MG,[],42,140.0,CLOPIDOGR TB 75MG CARA 500@,47335089413,2016-07-29,500,2,1000,$0.064,$31.78,$63.56
309362,clopidogrel,75 MG,[],42,8.848314606741573,CLOPIDOGR TAB 75MG APX 90@,60505025302,2016-02-02,90,5,450,$0.064,$5.79,$28.95
309362,clopidogrel,75 MG,[],42,11.88679245283019,CLOPIDOGR TAB 75MG APX 90@,60505025302,2015-12-11,90,2,180,$0.064,$5.79,$11.58
866924,Metoprolol,25 MG (expressed as Metoprolol Tartrate),"['Angina Pectoris', 'Atrial Fibrillation', 'Atrial Flutter', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Tachycardia, Ventricular']",69,-1,METOPROL TART TB 25MG MMP 1000,00904634080,2016-08-23,1000,2,2000,$0.012,$12.33,$24.66
866924,Metoprolol,25 MG (expressed as Metoprolol Tartrate),"['Angina Pectoris', 'Atrial Fibrillation', 'Atrial Flutter', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Tachycardia, Ventricular']",69,48.275862068965516,METOPROL TRT TB 25MG CAR 1000@,57664050658,2016-03-31,1000,2,2000,$0.024,$23.79,$47.58
866924,Metoprolol,25 MG (expressed as Metoprolol Tartrate),"['Angina Pectoris', 'Atrial Fibrillation', 'Atrial Flutter', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Tachycardia, Ventricular']",69,85.3658536585366,METOPROL TRT TB 25MG CAR 1000@,57664050658,2016-02-19,1000,1,1000,$0.024,$23.79,$23.79
866924,Metoprolol,25 MG (expressed as Metoprolol Tartrate),"['Angina Pectoris', 'Atrial Fibrillation', 'Atrial Flutter', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Tachycardia, Ventricular']",69,47.945205479452056,METOPROL TRT TB 25MG CAR 1000@,57664050658,2015-12-08,1000,1,1000,$0.024,$23.79,$23.79
312941,Sertraline,50 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",0,-1,SERTRALIN TAB 50MG 500 NSTAR@,16714061205,2016-08-19,1,3,3,$18.0,$18.00,$54.00
312941,Sertraline,50 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",0,0.3333333333333333,SERTRALIN TAB 50MG 500 NSTAR@,16714061205,2016-07-29,1,2,2,$18.0,$18.00,$36.00
312941,Sertraline,50 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",0,0.11864406779661017,SERTRALIN TAB 50MG 500 NSTAR@,16714061205,2016-05-31,1,2,2,$18.0,$18.00,$36.00
312941,Sertraline,50 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",0,0.08333333333333333,SERTRALIN TAB 50MG 500 NSTAR@,16714061205,2016-03-08,1,2,2,$16.92,$16.92,$33.84
312941,Sertraline,50 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",0,0.07692307692307693,SERTRALIN TAB 50MG 500 NSTAR@,16714061205,2015-12-08,1,2,2,$17.04,$17.04,$34.08
1550940,Colchicine,0.6 MG,"['Amyloidosis', 'Gout', 'Liver Cirrhosis, Biliary', 'Familial Mediterranean Fever']",3,-1,COLCHICINE CAP 0.6MG WEST 100@,00143301801,2016-05-13,100,1,100,$3.571,$357.15,$357.15
1550940,Colchicine,0.6 MG,"['Amyloidosis', 'Gout', 'Liver Cirrhosis, Biliary', 'Familial Mediterranean Fever']",3,4.022988505747127,COLCHICINE CAP 0.6MG WEST 100@,00143301801,2016-02-16,100,1,100,$3.588,$358.76,$358.76
1550940,Colchicine,0.6 MG,"['Amyloidosis', 'Gout', 'Liver Cirrhosis, Biliary', 'Familial Mediterranean Fever']",3,5.223880597014926,COLCHICINE CAP 0.6MG WEST 100@,00143301801,2015-12-11,100,1,100,$3.614,$361.43,$361.43
1649990,Doxycycline,100 MG (expressed as Doxycycline Monohydrate),"['Anthrax', 'Chlamydia Infections', 'Mycoplasma Infections', 'Pleural Effusion', 'Rickettsia Infections', 'Syphilis', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Pneumonia, Bacterial']",12,-1,DOXYCYC MONO CAP 100MG G&W 50,00713042950,2016-09-13,50,6,300,$0.29,$14.49,$86.94
1649990,Doxycycline,100 MG (expressed as Doxycycline Monohydrate),"['Anthrax', 'Chlamydia Infections', 'Mycoplasma Infections', 'Pleural Effusion', 'Rickettsia Infections', 'Syphilis', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Pneumonia, Bacterial']",12,7.675438596491229,DOXYCYCLIN MONO CP100MG GAV250,43386079202,2016-01-29,250,2,500,$0.293,$73.33,$146.66
1649990,Doxycycline,100 MG (expressed as Doxycycline Monohydrate),"['Anthrax', 'Chlamydia Infections', 'Mycoplasma Infections', 'Pleural Effusion', 'Rickettsia Infections', 'Syphilis', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Pneumonia, Bacterial']",12,19.021739130434785,DOXYCYCLIN MONO CP100MG GAV250,43386079202,2015-12-14,250,1,250,$0.293,$73.33,$73.33
577033,sildenafil,20 MG,"['Impotence, Vasculogenic']",9,-1,SILDENAFIL TAB 20MG TEVA 90@,00093551798,2016-09-15,90,2,180,$0.26,$23.36,$46.72
577033,sildenafil,20 MG,"['Impotence, Vasculogenic']",9,12.6,SILDENAFIL TAB 20MG TEVA 90@,00093551798,2016-05-13,90,5,450,$0.255,$22.94,$114.70
577033,sildenafil,20 MG,"['Impotence, Vasculogenic']",9,3.0,SILDENAFIL TAB 20MG TEVA 90@,00093551798,2016-01-29,90,1,90,$0.255,$22.97,$22.97
577033,sildenafil,20 MG,"['Impotence, Vasculogenic']",9,6.0576923076923075,SILDENAFIL TAB 20MG TEVA 90@,00093551798,2015-12-08,90,1,90,$0.257,$23.09,$23.09
310431,gabapentin,300 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",75,-1,GABAPENTIN CAP 300MG CIP 500@,69097081412,2016-09-22,500,3,1500,$0.037,$18.55,$55.65
310431,gabapentin,300 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",75,141.8918918918919,GABAPENT CAP 300MG ASC 500@,67877022305,2016-08-16,500,3,1500,$0.038,$18.95,$56.85
310431,gabapentin,300 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",75,57.69230769230769,GABAPENT CAP 300MG ASC 500@,67877022305,2016-05-17,500,3,1500,$0.038,$18.85,$56.55
310431,gabapentin,300 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",75,0.5,GABAPENT CAP 300MG 500 NSTAR@,16714066202,2016-04-26,1,3,3,$18.43,$18.43,$55.29
310431,gabapentin,300 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",75,0.75,GABAPENT CAP 300MG 500 NSTAR@,16714066202,2016-04-12,1,3,3,$18.43,$18.43,$55.29
310431,gabapentin,300 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",75,94.5945945945946,GABAPENT CAP 300MG  ASC   500,67877022305,2016-01-29,500,4,2000,$0.04,$19.87,$79.48
314076,Lisinopril,10 MG,"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",57,-1,LISINOPR TAB 10MG SAN 1000@,00185061010,2016-05-13,1000,2,2000,$0.011,$10.86,$21.72
314076,Lisinopril,10 MG,"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",57,69.3069306930693,LISINOPR TAB 10MG SAN 1000@,00185061010,2016-02-02,1000,2,2000,$0.012,$11.98,$23.96
314076,Lisinopril,10 MG,"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",57,62.5,LISINOPR TAB 10MG SAN 1000@,00185061010,2015-12-08,1000,1,1000,$0.011,$10.86,$10.86
562508,Amoxicillin,875 MG / 125 MG,"['Actinomycosis', 'Bites, Human', 'Chlamydia Infections', 'Duodenal Ulcer', 'Listeriosis', 'Lyme Disease', 'Otitis Media', 'Respiratory Tract Infections', 'Sinusitis', 'Streptococcal Infections', 'Urinary Tract Infections', 'Helicobacter Infections', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Skin Diseases, Bacterial', 'Soft Tissue Infections']",4,-1,AMOXICI CLV+POT875/125100NSTR@,16714047802,2016-03-04,100,1,100,$0.827,$82.70,$82.70
562508,Amoxicillin,875 MG / 125 MG,"['Actinomycosis', 'Bites, Human', 'Chlamydia Infections', 'Duodenal Ulcer', 'Listeriosis', 'Lyme Disease', 'Otitis Media', 'Respiratory Tract Infections', 'Sinusitis', 'Streptococcal Infections', 'Urinary Tract Infections', 'Helicobacter Infections', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Skin Diseases, Bacterial', 'Soft Tissue Infections']",4,100.0,AMOXICI CLV+POT875/125100NSTR@,16714047802,2016-02-26,100,2,200,$0.826,$82.56,$165.12
562508,Amoxicillin,875 MG / 125 MG,"['Actinomycosis', 'Bites, Human', 'Chlamydia Infections', 'Duodenal Ulcer', 'Listeriosis', 'Lyme Disease', 'Otitis Media', 'Respiratory Tract Infections', 'Sinusitis', 'Streptococcal Infections', 'Urinary Tract Infections', 'Helicobacter Infections', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Skin Diseases, Bacterial', 'Soft Tissue Infections']",4,5.833333333333333,AMOXICIL CLAV TB 875/125TEV20@,00093227534,2016-01-21,20,3,60,$0.936,$18.73,$56.19
997420,fexofenadine,180 MG (expressed as Fexofenadine hydrochloride),"['Rhinitis, Allergic, Perennial', 'Urticaria']",4,-1,SM FEXOFEN TAB 180MG        70,,2016-01-29,70,5,350,$0.259,$18.12,$90.60
705728,Cholecalciferol,50000 UNT,"['Cardiovascular Diseases', 'Crohn Disease', 'Kidney Failure, Chronic', 'Lung Neoplasms', 'Neoplasms', 'Osteoporosis', 'Psoriasis', 'Skin Diseases', 'Skin Neoplasms']",4,-1,VIT D3 50000 IU NIVA 100,75834002001,2016-08-30,100,1,100,$0.168,$16.80,$16.80
705728,Cholecalciferol,50000 UNT,"['Cardiovascular Diseases', 'Crohn Disease', 'Kidney Failure, Chronic', 'Lung Neoplasms', 'Neoplasms', 'Osteoporosis', 'Psoriasis', 'Skin Diseases', 'Skin Neoplasms']",4,4.906542056074766,"VIT D3 50,000 IU NIVA 100",75834002001,2016-01-29,100,3,300,$0.168,$16.80,$50.40
993503,Bupropion,100 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",17,-1,BUPROPIO ER TB 100MG CARA 100@,47335073688,2016-01-29,100,10,1000,$0.14,$13.97,$139.70
993503,Bupropion,100 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",17,102.94117647058825,BUPROPIO ER TB 100MG CARA 100@,47335073688,2016-01-12,100,5,500,$0.14,$13.97,$69.85
313989,Fluoxetine,40 MG,"['Bulimia', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Panic Disorder']",11,-1,FLUOXET CAP 40MG AURO 500@,65862019405,2016-08-16,500,1,500,$0.121,$60.48,$60.48
313989,Fluoxetine,40 MG,"['Bulimia', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Panic Disorder']",11,8.413461538461538,FLUOXET CAP 40MG AURO    500@,65862019405,2016-01-21,500,1,500,$0.121,$60.48,$60.48
966247,Thyroxine,0.05 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",23,-1,SYNTHROID TAB 0.05MG 1000,00074455219,2016-05-31,1000,1,1000,$0.127,$127.20,$127.20
966247,Thyroxine,0.05 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",23,26.717557251908396,SYNTHROID TAB 0.05MG      1000,00074455219,2016-01-21,1000,1,1000,$0.129,$128.72,$128.72
198370,torsemide,100 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hypertension', 'Kidney Failure, Acute', 'Kidney Failure, Chronic', 'Liver Cirrhosis', 'Liver Diseases', 'Nephrotic Syndrome', 'Pulmonary Edema']",1,-1,TORSEMIDE TAB 100MG PLIV  100@,50111091801,2016-01-21,100,1,100,$0.151,$15.06,$15.06
308979,Carbamazepine,200 MG,"['Bipolar Disorder', 'Epilepsy, Tonic-Clonic', 'Psychotic Disorders', 'Restless Legs Syndrome', 'Schizophrenia', 'Stress Disorders, Post-Traumatic', 'Substance Withdrawal Syndrome', 'Trigeminal Neuralgia', 'Epilepsy, Complex Partial']",12,-1,CARBAMAZ TAB 200MG UD UDL 100@,51079038520,2016-08-02,100,3,300,$0.522,$52.16,$156.48
308979,Carbamazepine,200 MG,"['Bipolar Disorder', 'Epilepsy, Tonic-Clonic', 'Psychotic Disorders', 'Restless Legs Syndrome', 'Schizophrenia', 'Stress Disorders, Post-Traumatic', 'Substance Withdrawal Syndrome', 'Trigeminal Neuralgia', 'Epilepsy, Complex Partial']",12,95.45454545454545,CARBAMAZ TAB 200MG UD UDL 100@,51079038520,2016-07-22,100,3,300,$0.522,$52.16,$156.48
308979,Carbamazepine,200 MG,"['Bipolar Disorder', 'Epilepsy, Tonic-Clonic', 'Psychotic Disorders', 'Restless Legs Syndrome', 'Schizophrenia', 'Stress Disorders, Post-Traumatic', 'Substance Withdrawal Syndrome', 'Trigeminal Neuralgia', 'Epilepsy, Complex Partial']",12,5.675675675675676,CARBAMAZ TAB 200MG UD UDL 100@,51079038520,2016-01-19,100,3,300,$0.528,$52.79,$158.37
308979,Carbamazepine,200 MG,"['Bipolar Disorder', 'Epilepsy, Tonic-Clonic', 'Psychotic Disorders', 'Restless Legs Syndrome', 'Schizophrenia', 'Stress Disorders, Post-Traumatic', 'Substance Withdrawal Syndrome', 'Trigeminal Neuralgia', 'Epilepsy, Complex Partial']",12,58.333333333333336,CARBAMAZ TAB 200MG UD UDL 100@,51079038520,2016-01-07,100,2,200,$0.528,$52.79,$105.58
25138,Fluorescein,,[],0,-1,FLOURESCEIN O/S 0.25% B&L 5ML@,,2016-02-04,5,1,5,$7.594,$37.97,$37.97
25138,Fluorescein,,[],0,2.1875,FLOURESCEIN O/S 0.25% B&L 5ML@,,2016-01-19,5,2,10,$7.594,$37.97,$75.94
25138,Fluorescein,,[],0,1.25,FLOURESCEIN O/S 0.25% B&L 5ML@,,2016-01-05,5,1,5,$7.594,$37.97,$37.97
310433,gabapentin,600 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",98,-1,GABAPENTIN TAB 600MG CIP 500,31722040505,2016-07-01,500,4,2000,$0.093,$46.56,$186.24
310433,gabapentin,600 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",98,100.0,GABAPENTIN TAB 600MG CAMB 500,31722040505,2016-04-22,500,4,2000,$0.093,$46.56,$186.24
310433,gabapentin,600 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",98,88.98305084745762,GABAPENTIN TAB 600MG CAMB 500,31722040505,2016-02-23,500,3,1500,$0.094,$47.12,$141.36
310433,gabapentin,600 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",98,150.0,GABAPENTIN TAB 600MG CAMB  500,31722040505,2016-01-19,500,3,1500,$0.094,$47.12,$141.36
310433,gabapentin,600 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",98,437.5,GABAPENTIN TAB 600MG CAMB  500,31722040505,2016-01-07,500,3,1500,$0.094,$47.12,$141.36
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,-1,METFORM TAB 1000MG AURO 1000@,65862001099,2016-08-19,1000,3,3000,$0.027,$27.34,$82.02
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,0.5,$0.00 MFG. DENIED CHARGEBACK,68382076010,2016-07-29,1,3,3,$28.93,$28.93,$86.79
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,1500.0,METFORM TAB 1000MG AURO 1000@,65862001099,2016-07-22,1000,3,3000,$0.027,$27.34,$82.02
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,143.83561643835617,METFORM TAB 1000MG AURO 1000@,65862001099,2016-05-10,1000,3,3000,$0.027,$27.34,$82.02
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,262.5,METFORM TAB 1000MG AURO 1000@,65862001099,2016-03-31,1000,3,3000,$0.027,$27.34,$82.02
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,205.88235294117646,METFORM HCI TB 1000MG ZYD1000@,68382076010,2016-02-09,1000,3,3000,$0.004,$4.46,$13.38
861004,Metformin,1000 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",208,175.0,METFORM HCI TB 1000MG ZYD1000@,68382076010,2015-12-11,1000,3,3000,$0.004,$4.46,$13.38
198012,Naproxen,375 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",40,-1,NAPROXEN TAB 375MG CIP 500@,31722034105,2016-04-07,500,3,1500,$0.034,$17.20,$51.60
198012,Naproxen,375 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",40,57.85123966942149,NAPROXEN TAB 375MG AMN 1000@,65162018911,2015-12-08,1000,2,2000,$0.06,$60.05,$120.10
203088,Ketoconazole,20 MG/ML,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Dermatomycoses', 'Histoplasmosis', 'Leishmaniasis', 'Mycoses', 'Paracoccidioidomycosis', 'Dermatitis, Seborrheic', 'Tinea', 'Tinea Pedis', 'Tinea Versicolor', 'Acanthamoeba Keratitis']",3,-1,KETOCONAZOLE CRM 2% FOUG 15GM@,00168009915,2016-08-30,15,7,105,$1.175,$17.63,$123.41
203088,Ketoconazole,20 MG/ML,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Dermatomycoses', 'Histoplasmosis', 'Leishmaniasis', 'Mycoses', 'Paracoccidioidomycosis', 'Dermatitis, Seborrheic', 'Tinea', 'Tinea Pedis', 'Tinea Versicolor', 'Acanthamoeba Keratitis']",3,2.408256880733945,KETOCONAZOLE CRM 2% FOUG 15GM@,00168009915,2016-05-13,15,5,75,$1.193,$17.89,$89.45
203088,Ketoconazole,20 MG/ML,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Dermatomycoses', 'Histoplasmosis', 'Leishmaniasis', 'Mycoses', 'Paracoccidioidomycosis', 'Dermatitis, Seborrheic', 'Tinea', 'Tinea Pedis', 'Tinea Versicolor', 'Acanthamoeba Keratitis']",3,3.1818181818181817,KETOCONAZOLE CRM 2% FOUG 30GM@,00168009930,2016-03-08,30,2,60,$0.684,$20.52,$41.04
203088,Ketoconazole,20 MG/ML,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Dermatomycoses', 'Histoplasmosis', 'Leishmaniasis', 'Mycoses', 'Paracoccidioidomycosis', 'Dermatitis, Seborrheic', 'Tinea', 'Tinea Pedis', 'Tinea Versicolor', 'Acanthamoeba Keratitis']",3,9.423076923076923,KETOCONAZOLE CRM 2% TEV  15GM@,00093084015,2016-01-29,15,7,105,$0.695,$10.42,$72.94
1234571,Phenylephrine,100 MG/ML (expressed as Phenylephrine Hydrochloride),"['Fissure in Ano', 'Glaucoma, Open-Angle', 'Hemorrhoids', 'Hypotension', 'Pruritus Ani', 'Rhinitis, Vasomotor', 'Shock, Septic', 'Tachycardia, Supraventricular']",0,-1,PHENYL HCL SOL OPTH 10% 5ML,42702010305,2016-01-19,5,2,10,$7.57,$37.85,$75.70
309595,Vitamin B 12,0.1 MG,"['Anemia, Pernicious', 'Diabetic Neuropathies', 'Multiple Sclerosis', 'Vitamin B 12 Deficiency', 'Alcoholic Neuropathy']",12,-1,VIT B-12 TAB 100MCG MMP 130@,00904113213,2016-07-12,130,5,650,$0.009,$1.13,$5.65
309595,Vitamin B 12,0.1 MG,"['Anemia, Pernicious', 'Diabetic Neuropathies', 'Multiple Sclerosis', 'Vitamin B 12 Deficiency', 'Alcoholic Neuropathy']",12,7.8,VIT B-12 TAB  100MCG MMP  130@,00904113213,2016-01-19,130,3,390,$0.009,$1.14,$3.42
199247,glimepiride,4 MG,"['Diabetes Mellitus, Type 2']",41,-1,GLIMEPIRIDE TAB 4MG ACC100@,16729000301,2016-08-05,100,10,1000,$0.057,$5.69,$56.90
199247,glimepiride,4 MG,"['Diabetes Mellitus, Type 2']",41,27.559055118110237,GLIMEPIRIDE TAB 4MG ACC100@,16729000301,2016-03-31,100,10,1000,$0.057,$5.69,$56.90
199247,glimepiride,4 MG,"['Diabetes Mellitus, Type 2']",41,48.61111111111111,GLIMEPIRIDE TAB 4MG ACC100@,16729000301,2016-01-19,100,10,1000,$0.057,$5.69,$56.90
199247,glimepiride,4 MG,"['Diabetes Mellitus, Type 2']",41,150.0,GLIMEPIRIDE TAB 4MG ACC100@,16729000301,2016-01-05,100,6,600,$0.057,$5.69,$34.14
197884,Lisinopril,40 MG,"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",46,-1,LISINOPRIL TAB 40MG MMP 1000,00904648780,2016-07-22,1000,2,2000,$0.04,$39.68,$79.36
197884,Lisinopril,40 MG,"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",46,54.26356589147287,LISINOPR TAB 40MG MYL 500@,00378207605,2016-03-15,500,4,2000,$0.04,$20.08,$80.32
979480,Losartan,100 MG (expressed as Losartan Potassium),"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",0,-1,LOSARTAN POT TAB 100MG AURO1M@,65862020399,2016-07-15,1,2,2,$83.74,$83.74,$167.48
979480,Losartan,100 MG (expressed as Losartan Potassium),"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",0,0.1,LOSARTAN POT TAB 100MG AURO1M@,65862020399,2016-05-06,1,2,2,$83.74,$83.74,$167.48
979480,Losartan,100 MG (expressed as Losartan Potassium),"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",0,0.06481481481481481,LOSARTAN POT TAB 100MG AURO1M@,65862020399,2016-01-19,1,2,2,$76.2,$76.20,$152.40
311666,Metoclopramide,10 MG,"['Gastroesophageal Reflux', 'Nausea', 'Vomiting', 'Gastroparesis', 'Postoperative Nausea and Vomiting']",17,-1,METOCLOPR TAB 10MG TEV 500@,00093220305,2016-05-20,500,1,500,$0.028,$14.00,$14.00
311666,Metoclopramide,10 MG,"['Gastroesophageal Reflux', 'Nausea', 'Vomiting', 'Gastroparesis', 'Postoperative Nausea and Vomiting']",17,28.688524590163937,METOCLOPR TAB 10MG  TEV   500@,00093220305,2016-01-19,500,2,1000,$0.028,$14.00,$28.00
